NAME,CODE,CODE2,CODE2CATEG,CODE3,GENERICNAME,DESCRIPTION,CATEGORY,IS_INVENTORY,IS_SERVICE,ACTIVE,MEASUREMENT_UNIT,SALES_PRICE,SALE_INCLUDE_TAX,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,ITEM_TAX,AVAILABLE_AS_TREATMENT,AVAILABLE_AS_DRUG,AVAILABLE_AS_LAB_TEST,AVAILABLE_AS_IMAGING_TEST,AVAILABLE_AS_SURGERY_RELATED,AVAILABLE_AS_INPATIENT_ACCOMM,AVAILABLE_AS_DIAGNOSIS,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE1,AVAILABLE_AS_CUSTOM_ITEM_TYPE2,USE_IN_MEDIC_ACCOUNTS,DURG_DEFAULT_DOSAGE,DRUG_DEFAULT_ADMINISTRATION,DRUG_DEFAULT_FREQUENCY,DRUG_DEFAULT_REFILLS,WARNINGS
CHARCOAL (ACTIVATED),861243,Z76.9     ,,,Medicinal charcoal,CHARCOAL (ACTIVATED),,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,PWD,50,,
APO METOCLOP,267315,Z76.9     ,,,Metoclopramide,APO METOCLOP,,Yes,,Yes,,61.15,68.49,,,,,Yes,,,,,,,,,,,TAB,10,,
DAKTACORT,967324,Z76.9     ,,,Miconazole; combinations,DAKTACORT,,Yes,,Yes,,51.69,57.89,,,,,Yes,,,,,,,,,,,CRM,15,,
MULTIVITAMIN (ORANGE) XPRESSMED,855766,Z76.9     ,,,Multivitamins,MULTIVITAMIN (ORANGE) XPRESSMED,,Yes,,Yes,,40.14,44.96,,,,,Yes,,,,,,,,,,,TAB,30,,
MULTIVITAMIN SYRUP (XPRESSMED),855774,Z76.9     ,,,Multivitamins,MULTIVITAMIN SYRUP (XPRESSMED),,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,SYR,200,,
MULTIVITAMIN RED,883060,Z76.9     ,,,Multivitamins,MULTIVITAMIN RED,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREG OMEGA (28 DAY PACK),710721,Z76.9     ,,,Multivitamins and minerals incl. combinations,PREG OMEGA (28 DAY PACK),,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREGNACARE PLUS (28 TABLETS AND 28 CAPSU,714323,Z76.9     ,,,Multivitamins and minerals incl. combinations,PREGNACARE PLUS (28 TABLETS AND 28 CAPSU,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
CENTRUM SELECT 50+,883125,Z76.9     ,,,Multivitamins and minerals incl. combinations,CENTRUM SELECT 50+,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREGNAVIT M,834890,Z76.9     ,,,Multivitamins and minerals incl. combinations,PREGNAVIT M,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PHARMATON SA CAPSULES 30,754641,Z76.9     ,,,Multivitamins and minerals incl. combinations,PHARMATON SA CAPSULES 30,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREGNACARE,703808,Z76.9     ,,,Multivitamins and minerals incl. combinations,PREGNACARE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
CIPLATON,865214,Z76.9     ,,,Multivitamins and minerals incl. combinations,CIPLATON,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
EVRA,704091,Z76.9     ,,,Norelgestromin and estrogen,EVRA,,Yes,,Yes,,147.03,164.67,,,,,Yes,,,,,,,,,,,PAT,3,,
POSTOVAL,825980,Z76.9     ,,,Norgestrel and estrogen,POSTOVAL,,Yes,,Yes,,164.74,184.51,,,,,Yes,,,,,,,,,,,TAB,28,,
COPPER T IUD DEVICE,967487,Z76.9     ,,,Medical Devices,COPPER T IUD DEVICE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
OMEGA-H3,705240,Z76.9     ,,,Omega-3-triglycerides including other esters and acids,OMEGA-H3,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,30,,
VITAL OMEGA 3,703115,Z76.9     ,,,Omega-3-triglycerides including other esters and acids,VITAL OMEGA 3,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,30,,
VITAL OMEGA 3 & 6,703116,Z76.9     ,,,Omega-3-triglycerides including other esters and acids,VITAL OMEGA 3 & 6,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,60,,
HOLISTIX FISH OIL 1000/2.98,712746,Z76.9     ,,,Omega-3-triglycerides including other esters and acids,HOLISTIX FISH OIL 1000/2.98,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,30,,
PREPARATION H,756830,Z76.9     ,,,Other preparations; combinations,PREPARATION H,,Yes,,Yes,,107.26,120.13,,,,,Yes,,,,,,,,,,,CRM,12,,
GARDASIL PRE-FILLED SYRINGE 0.5ML,710249,Z76.9     ,,,"Papillomavirus ( human types 6, 11, 16, 18)",GARDASIL PRE-FILLED SYRINGE 0.5ML,,Yes,,Yes,,725.07,812.08,,,,,Yes,,,,,,,,,,,INJ,1,,
AUSTELL-PARACETAMOL,713153,Z76.9     ,,,Paracetamol,AUSTELL-PARACETAMOL,,Yes,,Yes,,12.58,14.09,,,,,Yes,,,,,,,,,,,TAB,30,,
PANADO DROPS,835102,Z76.9     ,,,Paracetamol,PANADO DROPS,,Yes,,Yes,,42.29,47.36,,,,,Yes,,,,,,,,,,,DRP,20,,
RAYZON IV-IM POWDER + 2ML SOD CHLOR DIL,700838,Z76.9     ,,,Parecoxib,RAYZON IV-IM POWDER + 2ML SOD CHLOR DIL,,Yes,,Yes,,292.82,327.96,,,,,Yes,,,,,,,,,,,INJ,1,,
APO PEN-VK 300MG TAB,967156,Z76.9     ,,,Phenoxymethylpenicillin,APO PEN-VK 300MG TAB,,Yes,,Yes,,716.93,802.96,,,,,Yes,,,,,,,,,,,TAB,20,,
DUROMINE,721794,Z76.9     ,,,Phentermine,DUROMINE,,Yes,,Yes,,304.53,341.07,,,,,Yes,,,,,,,,,,,TAB,30,,
BETADINE ANTISEPTIC,707996,Z76.9     ,,,Povidone-iodine,BETADINE ANTISEPTIC,,Yes,,Yes,,61.7,69.1,,,,,Yes,,,,,,,,,,,SOL,250,,
BETADINE SHAMPOO,835560,Z76.9     ,,,Povidone-iodine,BETADINE SHAMPOO,,Yes,,Yes,,46.76,52.37,,,,,Yes,,,,,,,,,,,SOL,150,,
BILTRICIDE,708607,Z76.9     ,,,Praziquantel,BILTRICIDE,,Yes,,Yes,,555.6,622.27,,,,,Yes,,,,,,,,,,,TAB,4,,
XARELTO,714238,Z76.9     ,,,Rivaroxaban,XARELTO,,Yes,,Yes,,865.13,968.95,,,,,Yes,,,,,,,,,,,TAB,30,,
XARELTO,719860,Z76.9     ,,,Rivaroxaban,XARELTO,,Yes,,Yes,,836.88,937.31,,,,,Yes,,,,,,,,,,,TAB,28,,
PAROVEN,752983,Z76.9     ,,,Rutoside; combinations,PAROVEN,,Yes,,Yes,,413.62,463.25,,,,,Yes,,,,,,,,,,,TAB,60,,
VIAGRA,843679,Z76.9     ,,,Sildenafil,VIAGRA,,Yes,,Yes,,239.79,268.56,,,,,Yes,,,,,,,,,,,TAB,4,,
VIAGRA,843652,Z76.9     ,,,Sildenafil,VIAGRA,,Yes,,Yes,,79.51,89.05,,,,,Yes,,,,,,,,,,,TAB,15,,
TRAY DRESS ,427072,Z76.9     ,,,Surgical Appliances and products,TRAY DRESS ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,10,,
SYRINGE OMNIFIX 5ML 4616057,498017,Z76.9     ,,,Syringes and Needles,SYRINGE OMNIFIX 5ML 4616057,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
SYRINGE NA ,498238,Z76.9     ,,,Syringes and Needles,SYRINGE NA ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
SYRINGE 10 ,449710,Z76.9     ,,,Syringes and Needles,SYRINGE 10 ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
SYRINGE NA ,497843,Z76.9     ,,,Syringes and Needles,SYRINGE NA ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
NEEDLE BD MICROFINE 31G 8MM,493452,Z76.9     ,,,Syringes and Needles,NEEDLE BD MICROFINE 31G 8MM,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
SYRINGE 10 ,498343,Z76.9     ,,,Syringes and Needles,SYRINGE 10 ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
NEEDLE NOVOFINE 30G,458317,Z76.9     ,,,Syringes and Needles for Diabetes,NEEDLE NOVOFINE 30G,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
DEPOTRONE 2ML,718467,Z76.9     ,,,Testosterone,DEPOTRONE 2ML,,Yes,,Yes,,169.33,189.65,,,,,Yes,,,,,,,,,,,INJ,2,,
BRILINTA,720214,Z76.9     ,,,Ticagrelor,BRILINTA,,Yes,,Yes,,642.61,719.72,,,,,Yes,,,,,,,,,,,TAB,56,,
TRAMADOL DENK,967649,Z76.9     ,,,Tramadol,TRAMADOL DENK,,Yes,,Yes,,87.3,97.78,,,,,Yes,,,,,,,,,,,TAB,20,,
BRINTELLIX,720751,Z76.9     ,,,Vortioxetine,BRINTELLIX,,Yes,,Yes,,427.68,479,,,,,Yes,,,,,,,,,,,TAB,30,,
STAMARIL,814989,Z76.9     ,,,Yellow fever live attenuated,STAMARIL,,Yes,,Yes,,301.38,337.55,,,,,Yes,,,,,,,,,,,INJ,1,,
DEXTROSE 5% IN WATER 200ML FSD050230FFX,834084,Z76.4     ,,,Dextrose,DEXTROSE 5% IN WATER 200ML FSD050230FFX,,Yes,,Yes,,15.57,17.44,,,,,Yes,,,,,,,,,,,INJ,1,,
MULTIVITAMIN,799173,Z76.0     ,,,Multivitamins,MULTIVITAMIN,,Yes,,Yes,,15.14,16.96,,,,,Yes,,,,,,,,,,,TAB,30,,
VERORAB (WAS IMOVAX VERO RAB),814970,Z48.0     ,,,Rabies inactivated whole virus,VERORAB (WAS IMOVAX VERO RAB),,Yes,,Yes,,369.59,413.94,,,,,Yes,,,,,,,,,,,TAB,1,,
FOLIC ACID FORTE,874841,Z32.1     ,,,Folic acid,FOLIC ACID FORTE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREGGIES HOME PREGNANCY DEVICE OTC,849707,Z32.0     ,,,Medical devices,PREGGIES HOME PREGNANCY DEVICE OTC,,Yes,,Yes,,37.84,42.38,,,,,Yes,,,,,,,,,,,,1,,
TRISEQUENS,825913,Z30.3     ,,,Norethisterone and estrogen,TRISEQUENS,,Yes,,Yes,,193.45,216.66,,,,,Yes,,,,,,,,,,,TAB,28,,
CETAPHIL CLEANSING BAR,839825,Z21       ,,,Soaps scrubs other cleansers incl. shampoos,CETAPHIL CLEANSING BAR,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
PREPARATION H,756849,Z10       ,,,Other preparations; combinations,PREPARATION H,,Yes,,Yes,,165.2,185.02,,,,,Yes,,,,,,,,,,,CRM,25,,
VALOID,774626,Z01.7     ,,,Cyclizine,VALOID,,Yes,,Yes,,61.03,68.35,,,,,Yes,,,,,,,,,,,TAB,10,,
METHYL COBALAMINE,701027,Z01       ,,,Cyanocobalamin,METHYL COBALAMINE,,Yes,,Yes,,42.32,47.4,,,,,Yes,,,,,,,,,,,INJ,10,,
SPIRONOLACTONE,290408,Z01       ,,,Spironolactone,SPIRONOLACTONE,,Yes,,Yes,,1.44,1.61,,,,,Yes,,,,,,,,,,,TAB,20,,
BROMHEXINE/ORCIPRENALINE 4MG/5MG PER 5ML,901423,Z01       ,,,Bromhexine,BROMHEXINE/ORCIPRENALINE 4MG/5MG PER 5ML,,Yes,,Yes,,36.98,41.42,,,,,Yes,,,,,,,,,,,TAB,5,,
VITAMIN D3,713306,Z01       ,,,Colecalciferol,VITAMIN D3,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,INJ,10,,
ACULAR 5ML,713372,Z01       ,,,Ketorolac,ACULAR 5ML,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,OPD,1,,
CIPLA-ONDANSETRON,716801,Z01       ,,,Ondansetron,CIPLA-ONDANSETRON,,Yes,,Yes,,123.36,138.16,,,,,Yes,,,,,,,,,,,INJ,5,,
DOLOTRAM 50,704045,Z01       ,,,Tramadol,DOLOTRAM 50,,Yes,,Yes,,39.66,44.42,,,,,Yes,,,,,,,,,,,TAB,20,,
PANADO DROPS,835102,Z00.1     ,,,Paracetamol,PANADO DROPS,,Yes,,Yes,,42.29,47.36,,,,,Yes,,,,,,,,,,,DRP,20,,
OXYPAN,751987,Y40.4     ,,,Oxytetracycline,OXYPAN,,Yes,,Yes,,305.46,342.12,,,,,Yes,,,,,,,,,,,TAB,24,,
GELOFUSINE (PROTEIN PLASMA EXPANDER),967476,Y00.48    ,,,Gelatin agents,GELOFUSINE (PROTEIN PLASMA EXPANDER),,Yes,,Yes,,259,290.08,,,,,Yes,,,,,,,,,,,IVS,1,,
ABHAYRAB,267631,W54       ,,,Rabbies vaccine,ABHAYRAB,,Yes,,Yes,,1428.84,1600.3,,,,,Yes,,,,,,,,,,,INJ,5,,
PREGNON,967333,V25.41    ,,,Levonorgestrel,PREGNON,,Yes,,Yes,,35.9,40.21,,,,,Yes,,,,,,,,,,,TAB,1,,
TEXA,703314,U98.1     ,,,Cetirizine,TEXA,,Yes,,Yes,,86.35,96.71,,,,,Yes,,,,,,,,,,,TAB,30,,
TEXA,703314,U98.1     ,,,Cetirizine,TEXA,,Yes,,Yes,,20.13,22.55,,,,,Yes,,,,,,,,,,,TAB,7,,
PREMARIN,756725,U98.1     ,,,Conjugated estrogens,PREMARIN,,Yes,,Yes,,119.1,133.39,,,,,Yes,,,,,,,,,,,TAB,28,,
MINIDIAB,743666,U98.1     ,,,Glipizide,MINIDIAB,,Yes,,Yes,,363.9,407.57,,,,,Yes,,,,,,,,,,,TAB,100,,
GLYCERIN ADULT,835463,U98.1     ,,,Glycerol,GLYCERIN ADULT,,Yes,,Yes,,72.4,81.09,,,,,Yes,,,,,,,,,,,SUP,12,,
GLYCERIN CHILD,835471,U98.1     ,,,Glycerol,GLYCERIN CHILD,,Yes,,Yes,,71.39,79.96,,,,,Yes,,,,,,,,,,,SUP,12,,
HYDROCORTISONE 1% CREAM [15 G],267046,U98.1     ,,,Hydrocortisone,HYDROCORTISONE 1% CREAM [15 G],,Yes,,Yes,,44.56,49.91,,,,,Yes,,,,,,,,,,,CRM,15,,
WAXSOL NF 10ML,778567,U98.1     ,,,Ear wax,WAXSOL NF 10ML,,Yes,,Yes,,72.37,81.05,,,,,Yes,,,,,,,,,,,EDR,1,,
ULTIMAG,773468,U98.1     ,,,Calcium,ULTIMAG,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
CALTRATE 600+ D,706166,U98.1     ,,,Calcium,CALTRATE 600+ D,,Yes,,Yes,,354.56,397.11,,,,,Yes,,,,,,,,,,,TAB,60,,
HYDRACHOICE (TROPICAL FLAVOUR),712887,U98.1     ,,,Electrolytes and yeast ,HYDRACHOICE (TROPICAL FLAVOUR),,Yes,,Yes,,95.58,107.05,,,,,Yes,,,,,,,,,,,SAT,5,,
CALTRATE PLUS (OLD FORMULATION),849669,U98.1     ,,,Calcium,CALTRATE PLUS (OLD FORMULATION),,Yes,,Yes,,194.68,218.04,,,,,Yes,,,,,,,,,,,TAB,60,,
STAMINOGRO,702867,U98.1     ,,,Herbal supplements,STAMINOGRO,,Yes,,Yes,,134.86,151.04,,,,,Yes,,,,,,,,,,,TAB,120,,
OSTEOCARE,703805,U98.1     ,,,Herbal supplements,OSTEOCARE,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,60,,
B-CAL-DM CHEWABLE TABLETS,894049,U98.1     ,,,Calcium,B-CAL-DM CHEWABLE TABLETS,,Yes,,Yes,,61.1,68.43,,,,,Yes,,,,,,,,,,,TAB,60,,
ELYMOL,267553,U98.1     ,,,Paracetamol,ELYMOL,,Yes,,Yes,,12.24,13.71,,,,,Yes,,,,,,,,,,,TAB,15,,
APO FERROUS GLUCONATE 300MG TAB,267165,U98.1     ,,,Ferrous Gluconate,APO FERROUS GLUCONATE 300MG TAB,,Yes,,Yes,,1.55,1.74,,,,,Yes,,,,,,,,,,,TAB,30,,
DIAZEPAM,901776,U98.1     ,,,Diazepam,DIAZEPAM,,Yes,,Yes,,10.66,11.94,,,,,Yes,,,,,,,,,,,TAB,5,,
NOVA-T 380 ,530671,U98.1     ,,,Plastic IUD with copper,NOVA-T 380 ,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,,1,,
ILIADIN SALINE NASAL DROPS PAED,704730,U98.1     ,,,Sodium Chloride,ILIADIN SALINE NASAL DROPS PAED,,Yes,,Yes,,33.47,37.49,,,,,Yes,,,,,,,,,,,NAS,1,,
ILIADIN NOSE DROPS PAEDS,732281,U98.1     ,,,Sodium Chloride,ILIADIN NOSE DROPS PAEDS,,Yes,,Yes,,42.48,47.58,,,,,Yes,,,,,,,,,,,NDR,1,,
NAZO VAPOUR PATCHES,702626,U98.1     ,,,Oxymetazoline,NAZO VAPOUR PATCHES,,Yes,,Yes,,42,47.04,,,,,Yes,,,,,,,,,,,,5,,
CANSTAT ORAL,835056,U98.1     ,,,Nystatin,CANSTAT ORAL,,Yes,,Yes,,35.82,40.12,,,,,Yes,,,,,,,,,,,DRP,30,,
SALEX SALINE METERED SPRAY,715483,U98.1     ,,,Sodium Chloride,SALEX SALINE METERED SPRAY,,Yes,,Yes,,48.12,53.89,,,,,Yes,,,,,,,,,,,NAS,1,,
SALEX SSR (SALINE SINUS RINSE),706077,U98.1     ,,,Sodium Chloride,SALEX SSR (SALINE SINUS RINSE),,Yes,,Yes,,115.22,129.05,,,,,Yes,,,,,,,,,,,NSP,1,,
STERIMAR NASAL SPRAY 50ML,880620,U98.1     ,,,Sterimar,STERIMAR NASAL SPRAY 50ML,,Yes,,Yes,,86.56,96.95,,,,,Yes,,,,,,,,,,,SPR,1,,
ZOVIRAX DISP,833703,U98.1     ,,,Aciclovir,ZOVIRAX DISP,,Yes,,Yes,,512.85,574.39,,,,,Yes,,,,,,,,,,,TAB,70,,
AMLODAC,708050,U98.1     ,,,Amlodipine,AMLODAC,,Yes,,Yes,,87.02,97.46,,,,,Yes,,,,,,,,,,,TAB,30,,
TEGRETOL CR,779660,U98.1     ,,,Carbamazepine,TEGRETOL CR,,Yes,,Yes,,248.88,278.75,,,,,Yes,,,,,,,,,,,TAB,30,,
CANDID B,267336,U98.1     ,,,Clotrimazole,CANDID B,,Yes,,Yes,,13.49,15.11,,,,,Yes,,,,,,,,,,,CRM,15,,
CANESTEN 50G,831905,U98.1     ,,,Clotrimazole,CANESTEN 50G,,Yes,,Yes,,224.46,251.4,,,,,Yes,,,,,,,,,,,CRM,50,,
MEDASPOR VAG,832391,U98.1     ,,,Clotrimazole,MEDASPOR VAG,,Yes,,Yes,,33.79,37.84,,,,,Yes,,,,,,,,,,,CRM,2,,
MACROPEN S,830208,U98.1     ,,,Combinations of penicillins,MACROPEN S,,Yes,,Yes,,54.62,61.17,,,,,Yes,,,,,,,,,,,SUS,100,,
MARVELON 150/30,825964,U98.1     ,,,Desogestrel and estrogen,MARVELON 150/30,,Yes,,Yes,,88.24,98.83,,,,,Yes,,,,,,,,,,,TAB,28,,
VISANNE,718451,U98.1     ,,,Dienogest,VISANNE,,Yes,,Yes,,526.4,589.57,,,,,Yes,,,,,,,,,,,TAB,28,,
MOTILIUM,799807,U98.1     ,,,Domperidone,MOTILIUM,,Yes,,Yes,,68.87,77.13,,,,,Yes,,,,,,,,,,,SYR,100,,
ESTROFEM,825883,U98.1     ,,,Estradiol,ESTROFEM,,Yes,,Yes,,153.57,172,,,,,Yes,,,,,,,,,,,TAB,28,,
ESTRADOT,706053,U98.1     ,,,Estradiol,ESTRADOT,,Yes,,Yes,,164.54,184.28,,,,,Yes,,,,,,,,,,,TAB,8,,
ACNETANE,701667,U98.1     ,,,Isotretinoin,ACNETANE,,Yes,,Yes,,312.62,350.13,,,,,Yes,,,,,,,,,,,TAB,30,,
FYBOGEL ORANGE 3.5G,727857,U98.1     ,,,Ispaghula (psylla seeds),FYBOGEL ORANGE 3.5G,,Yes,,Yes,,69.2,77.5,,,,,Yes,,,,,,,,,,,GRA,11,,
KETOFLAM,822205,U98.1     ,,,Ketoprofen,KETOFLAM,,Yes,,Yes,,119.87,134.25,,,,,Yes,,,,,,,,,,,TAB,28,,
LACTEOL FORTE,702612,U98.1     ,,,Lactic acid producing organisms,LACTEOL FORTE,,Yes,,Yes,,104.56,117.11,,,,,Yes,,,,,,,,,,,CAP,12,,
LAMICTIN,805521,U98.1     ,,,Lamotrigine,LAMICTIN,,Yes,,Yes,,361.56,404.95,,,,,Yes,,,,,,,,,,,TAB,30,,
ARAVA,898175,U98.1     ,,,Leflunomide,ARAVA,,Yes,,Yes,,1040.1,1164.91,,,,,Yes,,,,,,,,,,,TAB,30,,
ZANIDIP,704035,U98.1     ,,,Lercanidipine,ZANIDIP,,Yes,,Yes,,216.83,242.85,,,,,Yes,,,,,,,,,,,TAB,30,,
FEMARA,831468,U98.1     ,,,Letrozole,FEMARA,,Yes,,Yes,,450.95,505.06,,,,,Yes,,,,,,,,,,,TAB,5,,
SLOW-MAG,700472,U98.1     ,,,Magnesium chloride,SLOW-MAG,,Yes,,Yes,,153.93,172.4,,,,,Yes,,,,,,,,,,,TAB,30,,
VERMOX,775614,U98.1     ,,,Mebendazole,VERMOX,,Yes,,Yes,,34.52,38.66,,,,,Yes,,,,,,,,,,,TAB,6,,
PROVERA,757934,U98.1     ,,,Medroxyprogesterone,PROVERA,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,10,,
MULTIVITAMIN SYRUP,799181,U98.1     ,,,Multivitamins,MULTIVITAMIN SYRUP,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,SYR,100,,
GULF MULTIVITAMIN SYRUP,704403,U98.1     ,,,Multivitamins,GULF MULTIVITAMIN SYRUP,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,100,,
VIDAYLIN PLUS IRON,854581,U98.1     ,,,Multivitamins and iron,VIDAYLIN PLUS IRON,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
PREG OMEGA PLUS (28 DAY PACK),713755,U98.1     ,,,Multivitamins and minerals incl. combinations,PREG OMEGA PLUS (28 DAY PACK),,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
OVRAL,826138,U98.1     ,,,Norgestrel and estrogen,OVRAL,,Yes,,Yes,,65.62,73.49,,,,,Yes,,,,,,,,,,,TAB,28,,
COLOSAR DENK,967644,U98.1     ,,,Losartan,COLOSAR DENK,,Yes,,Yes,,101.2,113.34,,,,,Yes,,,,,,,,,,,TAB,28,,
OMEGA 3 & 6,705033,U98.1     ,,,Omega-3-triglycerides including other esters and acids,OMEGA 3 & 6,,Yes,,Yes,,90.67,101.55,,,,,Yes,,,,,,,,,,,CAP,90,,
PANADO,708438,U98.1     ,,,Paracetamol,PANADO,,Yes,,Yes,,27.02,30.26,,,,,Yes,,,,,,,,,,,TAB,30,,
ISOPTO CARPINE 2% 15ML,734179,U98.1     ,,,Pilocarpine,ISOPTO CARPINE 2% 15ML,,Yes,,Yes,,110.33,123.57,,,,,Yes,,,,,,,,,,,OPD,1,,
BETADINE OINTMENT,707945,U98.1     ,,,Povidone-iodine,BETADINE OINTMENT,,Yes,,Yes,,28.32,31.72,,,,,Yes,,,,,,,,,,,OIN,25,,
CYCLOGEST,810215,U98.1     ,,,Progesterone,CYCLOGEST,,Yes,,Yes,,290.65,325.53,,,,,Yes,,,,,,,,,,,PES,14,,
VESICARE,706217,U98.1     ,,,Solifenacin,VESICARE,,Yes,,Yes,,394.53,441.87,,,,,Yes,,,,,,,,,,,TAB,30,,
TETAVAX SINGLE DOSE SYRINGE 0.5ML,832693,U98.1     ,,,Tetanus toxoid,TETAVAX SINGLE DOSE SYRINGE 0.5ML,,Yes,,Yes,,90.19,101.01,,,,,Yes,,,,,,,,,,,INJ,1,,
LIVIFEM,797111,U98.1     ,,,Tibolon,LIVIFEM,,Yes,,Yes,,382.94,428.89,,,,,Yes,,,,,,,,,,,TAB,28,,
VITAL VIT E,846090,U98.1     ,,,Tocopherol (vit E),VITAL VIT E,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,CAP,30,,
TRAMAHEXAL SR,705812,U98.1     ,,,Tramadol,TRAMAHEXAL SR,,Yes,,Yes,,549.2,615.1,,,,,Yes,,,,,,,,,,,TAB,60,,
COENZYME Q10,704554,U98.1     ,,,Ubidecarenone,COENZYME Q10,,Yes,,Yes,,0,0,,,,,Yes,,,,,,,,,,,TAB,30,,
ZELITREX,817783,U98.1     ,,,Valaciclovir,ZELITREX,,Yes,,Yes,,345.42,386.87,,,,,Yes,,,,,,,,,,,TAB,21,,
LEVITRA,701069,U98.1     ,,,Vardenafil,LEVITRA,,Yes,,Yes,,138.51,155.13,,,,,Yes,,,,,,,,,,,TAB,4,,
ZOPIGEN,705115,U98.1     ,,,Zopiclone,ZOPIGEN,,Yes,,Yes,,50.05,56.06,,,,,Yes,,,,,,,,,,,TAB,30,,
CANDID EAR DROPS,967337,T16       ,,,Clotrimazole,CANDID EAR DROPS,,Yes,,Yes,,31.5,35.28,,,,,Yes,,,,,,,,,,,EDR,5,,
AMOXYCILLIN TRIHYDRA,290319,T14.1     ,,,Amoxycillin,AMOXYCILLIN TRIHYDRA,,Yes,,Yes,,15.82,17.72,,,,,Yes,,,,,,,,,,,SUS,100,,
LIGNOCAINE HCL,898674,T14.1     ,,,Lidocaine,LIGNOCAINE HCL,,Yes,,Yes,,175.14,196.16,,,,,Yes,,,,,,,,,,,INJ,1,,
BETADINE FIRST AID CREAM,813060,T14.1     ,,,Povidone-iodine,BETADINE FIRST AID CREAM,,Yes,,Yes,,23.97,26.85,,,,,Yes,,,,,,,,,,,CRM,25,,
DIPRIVAN 1% AMPOULE 20ML,720461,T14.1     ,,,Propofol,DIPRIVAN 1% AMPOULE 20ML,,Yes,,Yes,,280.06,313.67,,,,,Yes,,,,,,,,,,,INJ,100,,
SODIUM CHLORIDE 0.9% 50ML AFB1306,802174,T14.1     ,,,Sodium chloride,SODIUM CHLORIDE 0.9% 50ML AFB1306,,Yes,,Yes,,20.03,22.43,,,,,Yes,,,,,,,,,,,INJ,1,,
LIGNOCAINE HCL-FRESENIUS 5ML,702068,S01.9     ,,,Lidocaine,LIGNOCAINE HCL-FRESENIUS 5ML,,Yes,,Yes,,169.33,189.65,,,,,Yes,,,,,,,,,,,INJ,1,,
MENACAL 7 STRAWBERY,715675,R53       ,,,Calcium,MENACAL 7 STRAWBERY,,Yes,,Yes,,77.04,86.28,,,,,Yes,,,,,,,,,,,TAB,10,,
CEREBREX D,709219,R53       ,,,Cerebrex,CEREBREX D,,Yes,,Yes,,33.92,37.99,,,,,Yes,,,,,,,,,,,CAP,30,,
BETANOID 1ML,839361,R52.9     ,,,Betamethasone,BETANOID 1ML,,Yes,,Yes,,276.78,309.99,,,,,Yes,,,,,,,,,,,INJ,1,,
